Feature,Importance
PPM1M,0.20055158067459447
NCK1,0.19367131509776805
MLH1,0.19118042388172227
FUCA2,0.19077243897405732
CLINT1,0.1901038862722341
CKAP2,0.18817277386339967
GPR146,0.18631592117931914
FANCG,0.18617359825478094
ZFYVE19,0.18588856840492995
MATN2,0.18520008590791665
MED15,0.18490763780671945
SPCS2,0.18289806468114536
CCS,0.18265295106232105
WDR11-DT,0.18163256105516756
PDPR2P,0.17863433300396034
CEP104,0.17749501143109114
UBAC2-AS1,0.17678850228207244
RACGAP1,0.17651113445195094
IL10RA,0.17502295077741759
PMS1,0.17429620517296301
SYPL1,0.17214801841849076
TMEM39A,0.1672453255665494
PTK2B,0.16631599184261586
PLEKHA1,0.1656781465552159
FAM104B,0.1632118137234924
PSME1,0.16286192939037947
PRR5L,0.16007022154510836
PEBP1,0.1596588759454144
ELK4,0.1593157231363826
CLASP2,0.15924538727680612
FAM120AOS,0.15711467131953383
APOO,0.15457917609035626
SLC35B1,0.1535275365992845
PTAR1,0.15236859231127456
GYPC,0.1513718317864015
CD72,0.15121293367939023
ZNF197,0.15106661164857324
MTCO1P11,0.1476710597022067
AGPS,0.1449883486840679
TRMT1,0.14323545609951932
STMN1,0.1414736384470832
TRAPPC2L,0.1413893520671383
IFFO1,0.140643533646794
PLXNB2,0.1404133961518992
MED23,0.13997233144944868
MED28,0.13993577208886807
LMNA,0.13853272495125055
CACNA2D4,0.13369249605513875
HENMT1,0.13354028543609409
SUPT7L,0.133204588563542
BAG1,0.13045921230883942
LINC01550,0.1302220261543593
TMEM223,0.12463983002906624
LOC93622,0.12449140879579074
DGKD,0.12403419589401861
ATG3,0.12389912631695787
COMMD9,0.1237798511611187
RHAG,0.12371946772915883
CLK3,0.12194044832438108
NKIRAS2,0.12172601832923662
EPB41L3,0.12140150229757939
SSBP1,0.12072917664685572
MSH3,0.11867111359204739
FANCB,0.11826309069102565
NMI,0.11795333006442374
SMIM20,0.1167753217913159
ACIN1,0.11634672961803295
BHLHE40,0.11470304524689078
RNU4-2,0.11446496994549624
KIF19,0.1129726131607266
NPM3,0.11263986955054678
ZNF587,0.11224998555024386
MUL1,0.11099727523726356
SETDB1,0.11052963881150461
METTL7A,0.11025458909646271
PTPN6,0.10552636742513177
DGLUCY,0.1030847816315052
METAP1,0.10131121655642775
PRKCH,0.10031799538906253
GARS1,0.09915891018395205
DACH1,0.09874307861104349
CDKN3,0.09779072692005153
POC1A,0.09665110107474077
LINC00989,0.09634522984103672
TRAIP,0.0934267409587614
GPSM1,0.09329824456134554
P2RY8,0.09313048187290658
TTF1,0.09259655798637616
ATP8B4,0.09228865491719217
CD3E,0.08988824914300954
ACOT2,0.08979605211216268
AAAS,0.08909750768258505
NPEPPSP1,0.08867480964376219
RFC1,0.08815615642044834
TMEM140,0.08794872628570474
CDS2,0.08349859783371404
PHF19,0.0834377535433514
ANKRD35,0.08293416777099495
BOLA3,0.07784773794802317
DCUN1D2,0.0757070159519958
VWA7,0.07370951213732324
TKTL1,0.07321458071278787
SLC7A5P1,0.0726702299080928
FAM210A,0.07261426497790645
