FPR,TPR
0.0,0.0
0.0,0.16666666666666666
0.1,0.16666666666666666
0.1,0.5
0.25,0.5
0.25,0.8333333333333334
0.4,0.8333333333333334
0.4,1.0
1.0,1.0
