FPR,TPR
0.0,0.0
0.0,0.16666666666666666
0.05,0.16666666666666666
0.05,0.3333333333333333
0.15,0.3333333333333333
0.15,0.6666666666666666
0.2,0.6666666666666666
0.2,0.8333333333333334
0.3,0.8333333333333334
0.3,1.0
1.0,1.0
