FPR,TPR,Thresholds
0.0,0.0,inf
0.0,0.1,0.6731007264456915
0.10714285714285714,0.1,0.5201040141773733
0.10714285714285714,0.4,0.3558130908060693
0.21428571428571427,0.4,0.2828358882004877
0.21428571428571427,0.5,0.2794971725702571
0.2857142857142857,0.5,0.20310046809183843
0.2857142857142857,0.7,0.17896086386400178
0.42857142857142855,0.7,0.15093948366535334
0.42857142857142855,0.8,0.1399941399999992
0.5,0.8,0.10725392729696266
0.5,1.0,0.07935244145408904
1.0,1.0,0.02773980369142515
