FPR,TPR,Thresholds
0.0,0.0,inf
0.03571428571428571,0.0,0.91
0.14285714285714285,0.0,0.59
0.21428571428571427,0.1,0.56
0.21428571428571427,0.3,0.49
0.25,0.4,0.35
0.25,0.6,0.27
0.2857142857142857,0.6,0.25
0.2857142857142857,0.7,0.23
0.35714285714285715,0.7,0.2
0.39285714285714285,0.7,0.19
0.39285714285714285,0.8,0.13
0.42857142857142855,0.8,0.12
0.5714285714285714,0.8,0.06
0.6785714285714286,0.8,0.05
0.6785714285714286,0.9,0.03
0.7142857142857143,0.9,0.02
0.8928571428571429,1.0,0.01
1.0,1.0,0.0
