FPR,TPR,x,y
0.0,0.0,0.0,0.0
0.05,0.0,0.05,0.0
0.1,0.0,0.1,0.0
0.1,0.6666666666666666,0.1,0.6666666666666666
0.4,0.6666666666666666,0.4,0.6666666666666666
0.4,1.0,0.4,1.0
1.0,1.0,1.0,1.0
