FPR,TPR,x,y
0.0,0.0,0.0,0.0
0.0,0.16666666666666666,0.0,0.16666666666666666
0.0,0.5,0.0,0.5
0.05,0.5,0.05,0.5
0.05,0.6666666666666666,0.05,0.6666666666666666
0.4,0.6666666666666666,0.4,0.6666666666666666
0.4,1.0,0.4,1.0
1.0,1.0,1.0,1.0
