Feature,Mean_ABS_SHAP
Length of Hospitalization,1.2036948261462572
ENSG00000276345,0.4164950760744735
RPL31,0.364856215784315
MAVS,0.3340992433255624
DCBLD1,0.31936734722445725
MAP2K3,0.18747669899061806
TXLNGY,0.17974607036645995
RPL29,0.12518714248351237
DTL,0.07103681534445447
ZSWIM8,0.0
HLA-DRA,0.0
PAXBP1,0.0
KIF11,0.0
KDM4C,0.0
MCL1,0.0
RPL7AP50,0.0
ICAM3,0.0
RBM45,0.0
SRGAP2C,0.0
RBPJ,0.0
