Ensemble_Type,AUC,Precision,Recall,F1_Score
Ensemble,0.8555900621118012,0.7878787878787878,0.9285714285714286,0.8524590163934425
Optimized_Weighted_Ensemble,0.8555900621118012,0.7878787878787878,0.9285714285714286,0.8524590163934425
