Feature,Mean_ABS_SHAP
RPL29,1.0054175
Length of Hospitalization,0.9453115
RPL31,0.48885998
PGRMC2,0.30309394
ZFYVE1,0.21885866
MAP2K3,0.21769619
RCN2,0.18026423
GRB10,0.16493914
SLC2A4RG,0.13761424
RNF24,0.09354412
RNF10,0.085006036
DYRK3,0.07149588
KANK2,0.0663182
ABALON,0.06490554
LINC02289,0.048644878
DCBLD1,0.046246253
RBM45,0.036947165
DDX50,0.032268886
SMN1,0.028333107
PRPF18,0.027344195
