Feature,Importance,Mean_SHAP
VIPAS39,0.0007435835519272248,0.00019649276270220582
CLN6,0.0007430222683186647,-0.0002737212550793401
PPIP5K1,0.0007398560129165787,7.48045689364397e-05
TSSK6,0.0007389093391402179,-7.000723165636722e-05
TOR4A,0.000737541203480599,-0.00010810146688515113
UBE3C,0.000736935055868643,-3.200815336194271e-05
TSPAN3,0.0007329240121809798,8.327768091872269e-06
HMGN1,0.0007326264445953357,8.588600774309518e-07
FOXP1,0.0007311273090848458,0.00012014077548832777
NAALADL1,0.0007302145496496362,7.415838397025917e-05
H3C8,0.0007278659222075667,0.0002401972065616618
ORC6,0.000724326407464389,0.0003156170452104048
ADORA2B,0.0007221013583335707,-0.00020884556400475876
D2HGDH,0.0007219962547020734,0.0001863932172361246
KDM3B,0.000721061775479793,3.2469670998439155e-05
LOC102724023,0.0007196937139978133,0.00016091466422205392
PMS2CL,0.0007183372534884701,0.00026837014278449574
TRBV5-6,0.0007173642262658211,-0.00017027837556643477
CD79B,0.0007168850077662139,-0.0003052037857316983
SCN5A,0.000716145482636942,0.00010515525688790412
ORM2,0.0007149932595451928,1.1903746847305502e-05
ACCS,0.0007148494467665053,3.189996506683496e-05
R3HCC1L,0.0007146179519869884,-3.4696531415127073e-05
CDCA8,0.0007145960031174592,0.00014489844288139282
TMEM131,0.0007135319757954771,0.00020983542382798184
C11orf21,0.0007117928932745932,0.0001643859358600449
RPAP1,0.0007106262900453126,0.00026183023889068756
H4C14,0.0007098142677384911,1.0155199381435797e-05
COQ3,0.0007088744517052731,0.0002693005726703026
CDCA2,0.0007080910611902364,8.398381209156266e-05
STAT6,0.0007078002438411235,4.175458495223515e-05
ACVR2B,0.0007075958192835466,0.0003238072811187294
S100A4,0.0007047537796251218,6.348819126832451e-06
INTS10,0.0007028883561321974,-0.00019375115122860167
ID3,0.0007011768672674577,-7.257222826366345e-05
IFIT5,0.0007007830504445421,2.4072490855591795e-06
BTG1,0.0006995630511691036,0.00013657955870169117
COA7,0.0006969805000154446,0.00022425148065860105
C2orf68,0.0006956550222375643,-0.00013257277760815733
C6orf62,0.0006955113226947262,0.00015538518077723426
FGFR1,0.0006944594961482925,0.0003022524246292447
MGC16275,0.0006929269556151026,0.0001570231039130087
MTCO1P40,0.0006907637767161948,-0.0004698185194714402
