Ensemble_Type,AUC,Precision,Recall,F1_Score
Ensemble,0.8400621118012422,0.7407407407407407,0.7142857142857143,0.7272727272727273
Optimized_Weighted_Ensemble,0.8400621118012422,0.7407407407407407,0.7142857142857143,0.7272727272727273
