FPR,TPR,Thresholds,x,y
0.0,0.0,inf,0.0,0.0
0.0,0.03571428571428571,0.9395637698471546,0.0,0.03571428571428571
0.0,0.21428571428571427,0.9071471728384495,0.0,0.21428571428571427
0.043478260869565216,0.21428571428571427,0.8912731967866421,0.043478260869565216,0.21428571428571427
0.043478260869565216,0.4642857142857143,0.8213027101010084,0.043478260869565216,0.4642857142857143
0.13043478260869565,0.4642857142857143,0.7637855652719736,0.13043478260869565,0.4642857142857143
0.13043478260869565,0.6071428571428571,0.6467243256047368,0.13043478260869565,0.6071428571428571
0.17391304347826086,0.6071428571428571,0.6442834818735719,0.17391304347826086,0.6071428571428571
0.17391304347826086,0.6428571428571429,0.5623628027969971,0.17391304347826086,0.6428571428571429
0.2608695652173913,0.6428571428571429,0.5510551957413554,0.2608695652173913,0.6428571428571429
0.2608695652173913,0.6785714285714286,0.5397343083839132,0.2608695652173913,0.6785714285714286
0.30434782608695654,0.6785714285714286,0.5386846949259052,0.30434782608695654,0.6785714285714286
0.30434782608695654,0.8571428571428571,0.27993393448196,0.30434782608695654,0.8571428571428571
0.34782608695652173,0.8571428571428571,0.22815748934317526,0.34782608695652173,0.8571428571428571
0.34782608695652173,0.8928571428571429,0.19190665590576828,0.34782608695652173,0.8928571428571429
0.391304347826087,0.8928571428571429,0.1831171625526622,0.391304347826087,0.8928571428571429
0.391304347826087,0.9285714285714286,0.16349770463057212,0.391304347826087,0.9285714285714286
0.43478260869565216,0.9285714285714286,0.14657184109819354,0.43478260869565216,0.9285714285714286
0.43478260869565216,0.9642857142857143,0.11653138125984697,0.43478260869565216,0.9642857142857143
0.5217391304347826,0.9642857142857143,0.09570659839300788,0.5217391304347826,0.9642857142857143
0.5217391304347826,1.0,0.08295163446746301,0.5217391304347826,1.0
1.0,1.0,0.05208120277893613,1.0,1.0
