FPR,TPR,Thresholds,x,y
0.0,0.0,inf,0.0,0.0
0.0,0.03571428571428571,0.9992040991783142,0.0,0.03571428571428571
0.0,0.21428571428571427,0.9705381244421005,0.0,0.21428571428571427
0.043478260869565216,0.21428571428571427,0.9436732828617096,0.043478260869565216,0.21428571428571427
0.043478260869565216,0.4642857142857143,0.868984273634851,0.043478260869565216,0.4642857142857143
0.08695652173913043,0.4642857142857143,0.8196249175816774,0.08695652173913043,0.4642857142857143
0.08695652173913043,0.5,0.8188443314284086,0.08695652173913043,0.5
0.13043478260869565,0.5,0.805823931703344,0.13043478260869565,0.5
0.13043478260869565,0.5714285714285714,0.7807332723014042,0.13043478260869565,0.5714285714285714
0.17391304347826086,0.5714285714285714,0.6650115502998233,0.17391304347826086,0.5714285714285714
0.17391304347826086,0.6428571428571429,0.5997685350885149,0.17391304347826086,0.6428571428571429
0.2608695652173913,0.6428571428571429,0.575387408491224,0.2608695652173913,0.6428571428571429
0.2608695652173913,0.6785714285714286,0.5749003437753117,0.2608695652173913,0.6785714285714286
0.30434782608695654,0.6785714285714286,0.573093638435239,0.30434782608695654,0.6785714285714286
0.30434782608695654,0.8571428571428571,0.2228473037976073,0.30434782608695654,0.8571428571428571
0.34782608695652173,0.8571428571428571,0.16849584644660354,0.34782608695652173,0.8571428571428571
0.34782608695652173,0.8928571428571429,0.14796123374253511,0.34782608695652173,0.8928571428571429
0.391304347826087,0.8928571428571429,0.13812359230360016,0.391304347826087,0.8928571428571429
0.391304347826087,0.9285714285714286,0.13120839232942672,0.391304347826087,0.9285714285714286
0.43478260869565216,0.9285714285714286,0.0892942751161172,0.43478260869565216,0.9285714285714286
0.43478260869565216,0.9642857142857143,0.06217487458343385,0.43478260869565216,0.9642857142857143
0.5217391304347826,0.9642857142857143,0.05124210326903267,0.5217391304347826,0.9642857142857143
0.5217391304347826,1.0,0.03710421778669115,0.5217391304347826,1.0
1.0,1.0,0.0008072994532994926,1.0,1.0
