FPR,TPR,Thresholds,x,y
0.0,0.0,inf,0.0,0.0
0.0,0.03571428571428571,0.99970025,0.0,0.03571428571428571
0.0,0.25,0.99888533,0.0,0.25
0.13043478260869565,0.25,0.9979948,0.13043478260869565,0.25
0.13043478260869565,0.35714285714285715,0.9959193,0.13043478260869565,0.35714285714285715
0.17391304347826086,0.35714285714285715,0.99575305,0.17391304347826086,0.35714285714285715
0.17391304347826086,0.4642857142857143,0.9783324,0.17391304347826086,0.4642857142857143
0.21739130434782608,0.4642857142857143,0.9439994,0.21739130434782608,0.4642857142857143
0.21739130434782608,0.5357142857142857,0.90661526,0.21739130434782608,0.5357142857142857
0.34782608695652173,0.5357142857142857,0.33797523,0.34782608695652173,0.5357142857142857
0.34782608695652173,0.6428571428571429,0.13425934,0.34782608695652173,0.6428571428571429
0.391304347826087,0.6428571428571429,0.104927346,0.391304347826087,0.6428571428571429
0.391304347826087,0.8571428571428571,0.009111092,0.391304347826087,0.8571428571428571
0.43478260869565216,0.8571428571428571,0.003993052,0.43478260869565216,0.8571428571428571
0.43478260869565216,0.9285714285714286,0.002597645,0.43478260869565216,0.9285714285714286
0.4782608695652174,0.9285714285714286,0.002130798,0.4782608695652174,0.9285714285714286
0.4782608695652174,0.9642857142857143,0.0016354177,0.4782608695652174,0.9642857142857143
0.6521739130434783,0.9642857142857143,0.0009178695,0.6521739130434783,0.9642857142857143
0.6521739130434783,1.0,0.00089197326,0.6521739130434783,1.0
1.0,1.0,0.00024673154,1.0,1.0
