FPR,TPR,Thresholds,x,y
0.0,0.0,inf,0.0,0.0
0.0,0.03571428571428571,0.9997437,0.0,0.03571428571428571
0.0,0.25,0.9721881,0.0,0.25
0.08695652173913043,0.25,0.9444244,0.08695652173913043,0.25
0.08695652173913043,0.2857142857142857,0.91781336,0.08695652173913043,0.2857142857142857
0.13043478260869565,0.2857142857142857,0.91178995,0.13043478260869565,0.2857142857142857
0.13043478260869565,0.39285714285714285,0.71109784,0.13043478260869565,0.39285714285714285
0.17391304347826086,0.39285714285714285,0.6909281,0.17391304347826086,0.39285714285714285
0.17391304347826086,0.42857142857142855,0.6149353,0.17391304347826086,0.42857142857142855
0.2608695652173913,0.42857142857142855,0.51448214,0.2608695652173913,0.42857142857142855
0.2608695652173913,0.5,0.4314476,0.2608695652173913,0.5
0.30434782608695654,0.5,0.36555818,0.30434782608695654,0.5
0.30434782608695654,0.6071428571428571,0.20772165,0.30434782608695654,0.6071428571428571
0.43478260869565216,0.6071428571428571,0.16882278,0.43478260869565216,0.6071428571428571
0.43478260869565216,0.6428571428571429,0.13166645,0.43478260869565216,0.6428571428571429
0.4782608695652174,0.6428571428571429,0.0910886,0.4782608695652174,0.6428571428571429
0.4782608695652174,0.6785714285714286,0.051876523,0.4782608695652174,0.6785714285714286
0.5217391304347826,0.6785714285714286,0.04865015,0.5217391304347826,0.6785714285714286
0.5217391304347826,0.7142857142857143,0.033794634,0.5217391304347826,0.7142857142857143
0.6086956521739131,0.7142857142857143,0.015374535,0.6086956521739131,0.7142857142857143
0.6086956521739131,0.7857142857142857,0.0051747244,0.6086956521739131,0.7857142857142857
0.6956521739130435,0.7857142857142857,0.0020254133,0.6956521739130435,0.7857142857142857
0.6956521739130435,0.8214285714285714,0.0018699141,0.6956521739130435,0.8214285714285714
0.8260869565217391,0.8214285714285714,0.0015250007,0.8260869565217391,0.8214285714285714
0.8260869565217391,0.8928571428571429,0.0013622183,0.8260869565217391,0.8928571428571429
0.8695652173913043,0.8928571428571429,0.0007058643,0.8695652173913043,0.8928571428571429
0.8695652173913043,0.9285714285714286,0.00063898123,0.8695652173913043,0.9285714285714286
1.0,0.9285714285714286,8.099143e-05,1.0,0.9285714285714286
1.0,1.0,1.1351272e-05,1.0,1.0
